,Target User,Tweet Text,Compound Score,Positive Score,Negative Score,Neutral Score,Date and Time
292,cnn,"An explosive gender reveal party in Arizona ended up igniting a wildfire that spread over 47,000 acres https://t.co/G6nyIrypWe",0.4019,0.144,0.0,0.856,2018-10-02 08:56:03+00:00
293,cnn,"The number of people killed by the earthquake and tsunami that hit Sulawesi, Indonesia is now at least 1,234, Indon… https://t.co/CFH0U0SOVz",-0.6369,0.052,0.181,0.766,2018-10-02 08:36:53+00:00
294,cnn,Are you tall? Better watch out for varicose veins https://t.co/EaCLdBmsF4 https://t.co/9FvRdFI4si,0.4404,0.225,0.0,0.775,2018-10-02 08:01:06+00:00
295,cnn,Nobel Prize in Medicine winner James Allison received a phone call from former VP Joe Biden congratulating him on w… https://t.co/50esqVTdeQ,0.7964,0.283,0.0,0.717,2018-10-02 08:01:00+00:00
296,cnn,"JUST IN: 1,234 people have been confirmed dead following the earthquake and tsunami that struck Sulawesi, Indonesia https://t.co/O0j7to7esF",-0.743,0.0,0.283,0.717,2018-10-02 07:40:59+00:00
297,cnn,"A pair of conjoined twins have been flown from Bhutan to Australia, where doctors hope they will be able to operate… https://t.co/C0ffIvFAd7",0.4404,0.127,0.0,0.873,2018-10-02 07:12:15+00:00
298,cnn,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags -- but tha… https://t.co/SouRr0nDME,0.2382,0.134,0.0,0.866,2018-10-02 07:01:03+00:00
299,cnn,"Investigators are searching for answers at the scene of a car explosion that killed three people in Pennsylvania, i… https://t.co/ZeFW25niQj",-0.6705,0.0,0.2,0.8,2018-10-02 06:57:38+00:00
300,foxnews,"Agency works to end Iran's manipulation of Iraq, temper China's growing influence (via @holliesmckay) https://t.co/BxDL4pyHQe",-0.5106,0.091,0.267,0.642,2018-10-02 21:46:51+00:00
301,foxnews,RT @FoxBusiness: Bernie Sanders praises Amazon's minimum wage hike  https://t.co/TkLl2GuI58,0.5267,0.274,0.0,0.726,2018-10-02 21:44:24+00:00
302,foxnews,".@JesseBWatters on @HillaryClinton bashing @POTUS supporters: ""Every time she pops up and says something, I believe… https://t.co/FOH3h17uHI",0.4404,0.162,0.0,0.838,2018-10-02 21:33:57+00:00
303,foxnews,Keystone Quiz: 'Jeopardy' Host Trebek Booed By Audience While Moderating PA Gov Debate https://t.co/KhY4hSSf1r,0.0,0.0,0.0,1.0,2018-10-02 21:23:49+00:00
304,foxnews,WHALE OF A TALE: A dedicated group of volunteers in Argentina worked for more than a day to help a seven-ton humpba… https://t.co/xc3C7XLhG8,0.6908,0.251,0.0,0.749,2018-10-02 21:15:59+00:00
305,foxnews,"Sen. @ChuckGrassley wants Air Force to investigate $1280 hot cup.
https://t.co/cJGENNdyc2",0.0,0.0,0.0,1.0,2018-10-02 21:10:00+00:00
306,foxnews,".@JasonKander withdraws from Kansas City mayoral race to focus on treating depression, PTSD. https://t.co/TqYyseGAw2",-0.5719,0.0,0.222,0.778,2018-10-02 21:02:00+00:00
307,foxnews,"Senator @LindseyGrahamSC sounded off on the Kavanaugh confirmation battle Tuesday, saying that ""this is bottom.""… https://t.co/CmqWlA4QvI",-0.3818,0.0,0.148,0.852,2018-10-02 20:56:23+00:00
308,foxnews,"Kentucky @GovMattBevin on new USMCA trade deal: ""This is what's been needed."" #Cavuto https://t.co/MG8lruv6MB",0.0,0.0,0.0,1.0,2018-10-02 20:48:33+00:00
309,foxnews,"Kentucky @GovMattBevin on the Russia probe: ""It's floundering, trying to find some semblance of relevance."" #Cavuto https://t.co/ELPhzLpoww",0.0,0.0,0.0,1.0,2018-10-02 20:44:31+00:00
310,foxnews,"Sen. @JimInhofe: ""With all the accusations out there, no one has corroborated on anything."" #Cavuto https://t.co/KYxlRbHDyA",-0.5423,0.0,0.243,0.757,2018-10-02 20:37:04+00:00
311,foxnews,"Georgetown professor suspended by Twitter after call for ‘deaths’ of GOP senators, Kavanaugh. https://t.co/P0TbwOpL9i",-0.4767,0.0,0.193,0.807,2018-10-02 20:34:06+00:00
312,foxnews,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed at a record high. It is the 102nd record close for the Dow since El…,0.0,0.0,0.0,1.0,2018-10-02 20:09:06+00:00
313,foxnews,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/CffEDcSSiF,0.0,0.0,0.0,1.0,2018-10-02 20:05:40+00:00
314,foxnews,President @realDonaldTrump speaks in Philadelphia five weeks ahead of midterm elections https://t.co/50tdnoBuvD,0.0,0.0,0.0,1.0,2018-10-02 20:01:31+00:00
315,foxnews,Envelopes sent to Pentagon test positive for ricin https://t.co/ycpmvkw9X2 https://t.co/4T8m9zVA5C,0.5574,0.286,0.0,0.714,2018-10-02 19:57:42+00:00
316,foxnews,"Clinton accuser Juanita Broaddrick demands FBI probe on Clinton rape claim, amid Kavanaugh furor (via… https://t.co/OZ0UPF8q4k",-0.6908,0.0,0.239,0.761,2018-10-02 19:49:20+00:00
317,foxnews,Ford's team says they have reached out to @FBI multiple times and still have not been contacted… https://t.co/Hvmdppf3tL,0.1027,0.076,0.0,0.924,2018-10-02 19:39:02+00:00
318,foxnews,"JUST IN: @SecPompeo to meet with Kim Jong Un on Sunday, State Department announces https://t.co/nCxViRI6Ea https://t.co/ypVLI14Ijo",0.0,0.0,0.0,1.0,2018-10-02 19:35:25+00:00
319,foxnews,".@POTUS: ""After years of rebuilding foreign countries, we are finally rebuilding our country.""… https://t.co/bWfBmPHwq5",0.0,0.0,0.0,1.0,2018-10-02 19:27:33+00:00
320,foxnews,".@POTUS: ""We're straightening out some of these horrible deals that stole our wealth, stole our jobs, stole so much… https://t.co/MHizs8flTH",-0.0772,0.13,0.142,0.729,2018-10-02 19:22:19+00:00
321,foxnews,".@POTUS: ""NAFTA was one of the worst trade deals ever made in any country at any time, and now we have a great trad… https://t.co/GK9JGU7Nfc",0.0,0.136,0.136,0.728,2018-10-02 19:16:58+00:00
322,foxnews,".@POTUS: ""We're in the midst of a manufacturing renaissance."" https://t.co/xhAj9J19k5",0.0,0.0,0.0,1.0,2018-10-02 19:12:54+00:00
323,foxnews,".@POTUS: ""The stock market...is at an all-time high today."" https://t.co/jdiXb1UtWs",0.0,0.0,0.0,1.0,2018-10-02 19:08:05+00:00
324,foxnews,".@POTUS: ""This is really an incredible time for our nation. We are respected again."" https://t.co/EXN4HZooEy",0.4767,0.181,0.0,0.819,2018-10-02 19:05:06+00:00
325,foxnews,"GOP hoping to flip Montana seat red, @pdoocy reports https://t.co/q4ke8uWN2v",0.4215,0.237,0.0,0.763,2018-10-02 19:01:35+00:00
326,foxnews,".@HillaryClinton: ""For anyone who believes there's such a thing as a judicial temperament and that we want judges,… https://t.co/cR0Npgb03k",0.0772,0.075,0.0,0.925,2018-10-02 18:56:13+00:00
327,foxnews,.@POTUS makes remarks on the economy and tax reform at the annual convention for the National Electrical Contractor… https://t.co/6OW3HRYPdV,0.0,0.0,0.0,1.0,2018-10-02 18:55:22+00:00
328,foxnews,".@senatemajldr: ""We will be voting this week on the Kavanaugh nomination."" https://t.co/IBAR6gJ0oX https://t.co/SK5Ibvi3qq",0.0,0.0,0.0,1.0,2018-10-02 18:44:35+00:00
329,foxnews,Two envelopes testing positive for ricin sent to the Pentagon https://t.co/ycpmvkw9X2 https://t.co/QLW6DFVq73,0.5574,0.247,0.0,0.753,2018-10-02 18:41:42+00:00
330,foxnews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/RoyP0v5RWr",-0.5938,0.0,0.245,0.755,2018-10-02 18:34:58+00:00
331,foxnews,".@LindseyGrahamSC: ""I think it's a scary time for principles."" https://t.co/XibC8DrcXl",-0.4939,0.0,0.286,0.714,2018-10-02 18:32:32+00:00
332,foxnews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""To me, this is such an emotional event now. Give the public as… https://t.co/WbzIp5I2Q9",-0.25,0.075,0.123,0.802,2018-10-02 18:24:02+00:00
333,foxnews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""If this is the new normal, God help us all."" https://t.co/Jwo2XmnDV1",0.296,0.235,0.127,0.637,2018-10-02 18:19:44+00:00
334,foxnews,"Senate Judiciary Committee blasts report as ""last-ditch effort to derail the nomination"" https://t.co/KvzekNAX5M",-0.296,0.0,0.155,0.845,2018-10-02 18:16:52+00:00
335,foxnews,.@senatemajldr Mitch McConnell prepares for full Senate vote on Kavanaugh nomination to Supreme Court… https://t.co/2XSuefytII,0.5574,0.205,0.0,0.795,2018-10-02 18:11:14+00:00
336,foxnews,.@HillaryClinton speaks at Day 1 of The Atlantic Festival https://t.co/wi4p8hdpba,0.4939,0.286,0.0,0.714,2018-10-02 18:09:19+00:00
337,foxnews,"On @AmericaNewsroom, Republican U.S. Senate candidate @JohnJamesMI discussed the impact of the Kavanaugh confirmati… https://t.co/mrt0PArQ1V",0.0,0.0,0.0,1.0,2018-10-02 17:58:01+00:00
338,foxnews,Flag Shredded by Hurricane Florence Auctioned for $10K in Honor of Late Family Member https://t.co/7vhCH3RvmX,0.4939,0.186,0.0,0.814,2018-10-02 17:45:51+00:00
339,foxnews,"JUST IN: Two people were taken to the hospital after being exposed to a ""white powdery substance"" at Sen. Ted Cruz'… https://t.co/WgIo5udhvJ",-0.0772,0.0,0.061,0.939,2018-10-02 17:42:45+00:00
340,foxnews,".@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innoc… https://t.co/uf94qyXIGy",-0.4588,0.076,0.165,0.759,2018-10-02 17:36:48+00:00
341,foxnews,".@POTUS: “I thought he did very well. He’s fighting very hard for his reputation, for his family.” https://t.co/dIUvNLwZdl",-0.2648,0.11,0.204,0.687,2018-10-02 17:31:35+00:00
342,foxnews,.@POTUS: “A lot is going to depend on what comes back from the FBI… I think that Judge Kavanaugh is doing very well… https://t.co/0eWXr7XR83,0.0,0.0,0.0,1.0,2018-10-02 17:30:26+00:00
343,foxnews,.@POTUS: “I think the Democrats are going to like the trade bill.” https://t.co/q25ClXoHS4,0.3612,0.172,0.0,0.828,2018-10-02 17:27:04+00:00
344,foxnews,.@POTUS: “The deal we’ve made with Canada and Mexico has gotten tremendous reviews.” https://t.co/z0RJNJF7rQ,0.0,0.0,0.0,1.0,2018-10-02 17:26:17+00:00
345,foxnews,"President @realDonaldTrump departs Joint Base Andrews, heading to Philadelphia, Pennsylvania. https://t.co/d1tGHtx6Wz",0.0,0.0,0.0,1.0,2018-10-02 17:21:33+00:00
346,foxnews,.@RepLeeZeldin: “What we’re seeing right now is a politicization of the confirmation process and strategically to p… https://t.co/kcpZgRy4Ur,0.0,0.0,0.0,1.0,2018-10-02 17:19:38+00:00
347,foxnews,"US restricts same-sex visas for diplomat partners, sets January deadline to get married or get out https://t.co/Dd5CQA0wKO",-0.3182,0.0,0.126,0.874,2018-10-02 17:13:46+00:00
348,foxnews,Kudlow: Trump's US-Mexico-Canada Trade Agreement 'Sends a Message to China' https://t.co/LHNNQfg5cy,0.4939,0.262,0.0,0.738,2018-10-02 16:50:00+00:00
349,foxnews,.@CharlesHurt: “The number of people in the FBI who seem to think they are not answerable to anyone… it’s staggerin… https://t.co/oAaLdodXg2,0.0772,0.061,0.0,0.939,2018-10-02 16:45:00+00:00
350,foxnews,"Children waves American and Ghana flags during an arrival ceremony for @FLOTUS in Accra, Ghana on Tuesday. The firs… https://t.co/SKhwR6lw5C",0.0,0.0,0.0,1.0,2018-10-02 16:40:03+00:00
351,foxnews,"JUST IN: At least two packages sent to Pentagon suspected to contain ricin, official says https://t.co/7tOqvOD7Gt",-0.2263,0.0,0.112,0.888,2018-10-02 16:32:34+00:00
352,foxnews,".@senatemajldr: “The Senate will vote on Judge Kavanaugh here on this floor, this week.” https://t.co/IBAR6gJ0oX https://t.co/TVtNcYiQZq",0.0,0.0,0.0,1.0,2018-10-02 16:07:39+00:00
353,foxnews,Horse wanders into French bar after breaking loose at racetrack https://t.co/qYBlWqT3nz https://t.co/zv2vXATyGX,-0.3182,0.0,0.173,0.827,2018-10-02 16:04:00+00:00
354,foxnews,.@senatemajldr Mitch McConnell slammed Democrats on Tuesday amid the @FBI's probe of the allegations leveled agains… https://t.co/xfnjX8A0zI,0.0,0.0,0.0,1.0,2018-10-02 16:01:08+00:00
355,foxnews,.@RepAndyBiggsAZ: “I think [Rod Rosenstein] should resign.” https://t.co/9bFeg7AiXZ,0.0,0.0,0.0,1.0,2018-10-02 15:50:44+00:00
356,foxnews,"Matilda, Trump face off in new statue display commemorating 30th anniversary of children's book… https://t.co/rQeGAvfhkv",0.0,0.0,0.0,1.0,2018-10-02 15:39:47+00:00
357,foxnews,Dow climbs to all-time intraday high https://t.co/oV3TSY6fwu https://t.co/amScPA3AqH,0.0,0.0,0.0,1.0,2018-10-02 15:33:04+00:00
358,foxnews,State of play on Kavanaugh confirmation: @senatemajldr preparing to hold votes https://t.co/IBAR6gJ0oX https://t.co/z5JWMtZrvP,0.34,0.167,0.0,0.833,2018-10-02 15:24:46+00:00
359,foxnews,"Brett Kavanaugh's friend Mark Judge interviewed by @FBI, lawyer reveals https://t.co/CdJ3N1fU2X https://t.co/jFB0t3Cish",0.4939,0.225,0.0,0.775,2018-10-02 15:18:06+00:00
360,foxnews,.@FBI has not contacted Dr. Ford for interview https://t.co/CdJ3N1fU2X https://t.co/Bm3Z8uXijK,0.0,0.0,0.0,1.0,2018-10-02 15:10:47+00:00
361,foxnews,U.S. stocks surge on new trade deal https://t.co/w7zJkrq8sb https://t.co/YKPYW7t5z0,0.0,0.0,0.0,1.0,2018-10-02 15:07:27+00:00
362,foxnews,".@JohnJamesMI: ""Most people around the country are sick and tired of the partisanship— we need more leadership in W… https://t.co/x8zdT2OLK2",-0.7351,0.0,0.256,0.744,2018-10-02 14:54:35+00:00
363,foxnews,".@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or… https://t.co/q7XzoiCgur",0.5399,0.209,0.0,0.791,2018-10-02 14:52:56+00:00
364,foxnews,".@JMfreespeech: ""Any effort, I think to limit [the @FBI investigation], even if the Democrats are accused of delayi… https://t.co/ToKp2ybHcl",-0.296,0.0,0.115,0.885,2018-10-02 14:47:57+00:00
365,foxnews,.@FLOTUS Melania Trump arrives in Ghana for first solo international trip as first lady https://t.co/z9TCGT2dRN https://t.co/oiv7srrrrX,0.0,0.0,0.0,1.0,2018-10-02 14:41:05+00:00
366,foxnews,".@SenSchumer: ""We hope that there [are] still no limitations on the @FBI investigation...They'd asked for it to be… https://t.co/Cwagxa61cl",0.1779,0.131,0.1,0.769,2018-10-02 14:36:06+00:00
367,foxnews,".@SenSchumer: ""Accusing Democrats of needlessly delaying a Supreme Court nomination is galling, is hypocritical com… https://t.co/6IjDxJ6tiY",-0.0258,0.177,0.232,0.591,2018-10-02 14:27:28+00:00
368,foxnews,".@senatemajldr: ""[Democrats] will not be satisfied unless they have brought down Judge Kavanaugh's nomination."" https://t.co/XhF4yT8X2p",-0.3252,0.0,0.143,0.857,2018-10-02 14:17:54+00:00
369,foxnews,".@senatemajldr: ""Democrats may be trying to move the goalposts every five minutes, but their goal has not moved an… https://t.co/VebJ9eETXi",0.0,0.0,0.0,1.0,2018-10-02 14:13:40+00:00
370,foxnews,.@senatemajldr speaks on Senate floor https://t.co/ftGAZsTWi6,0.0,0.0,0.0,1.0,2018-10-02 14:10:19+00:00
371,foxnews,".@SenTomCotton: ""The Democrats are engaged in an orchestrated smear campaign to assassinate Brett Kavanaugh's chara… https://t.co/m7904cHs4o",0.0516,0.141,0.13,0.729,2018-10-02 14:08:00+00:00
372,foxnews,"Larry Kudlow on new trade deal: ""We made a good deal in everybody's interest and that's why it's succeeding.""… https://t.co/KgYVbHWNFW",0.7096,0.258,0.0,0.742,2018-10-02 14:04:42+00:00
373,foxnews,"Larry Kudlow on new trade deal: ""These are very good things for the U.S. economy. @POTUS has basically delivered on… https://t.co/dJ4BLoJNlp",0.4927,0.138,0.0,0.862,2018-10-02 14:00:27+00:00
374,foxnews,".@SenTomCotton on the FBI investigation: ""This is not about trying to get the facts or get the proof, it's about tr… https://t.co/YCoik61fk7",0.0,0.0,0.0,1.0,2018-10-02 13:56:45+00:00
375,foxnews,"RT @FoxBusiness: US wage growth hits 17-month high
https://t.co/G1cgUj8Ula",0.3818,0.245,0.0,0.755,2018-10-02 13:55:12+00:00
376,foxnews,".@jonathanvswan: ""They are all in on [Kavanaugh]. There is no plan B before the midterms."" https://t.co/LhyXGjxGA5 https://t.co/w9e3NBPd1Q",-0.296,0.0,0.128,0.872,2018-10-02 13:54:09+00:00
377,foxnews,.@senatemajldr vows Kavanaugh vote this week https://t.co/LhyXGjxGA5 https://t.co/avtXjV3Ns5,0.0,0.0,0.0,1.0,2018-10-02 13:49:55+00:00
378,foxnews,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds https://t.co/p1AAhx8NX2",-0.4019,0.0,0.162,0.838,2018-10-02 13:20:00+00:00
379,foxnews,.@FLOTUS visiting hospital in Ghana today @foxandfriends https://t.co/aygJcx2w58,0.0,0.0,0.0,1.0,2018-10-02 13:15:00+00:00
380,foxnews,"President @realDonaldTrump want ""comprehensive"" but ""quick"" @FBI investigation into Brett Kavanaugh… https://t.co/SQHgq83IQ7",0.0387,0.095,0.0,0.905,2018-10-02 13:14:18+00:00
381,foxnews,.@SusanLiTV on Amazon raising minimum wage @foxandfriends https://t.co/D6cCKo9lZt https://t.co/bxJb7Pqmy9,0.1779,0.175,0.0,0.825,2018-10-02 13:03:08+00:00
382,foxnews,".@FLOTUS embraces Lillian Naa Adai Sai, 8, as she receives flowers upon arriving in Accra, Ghana. https://t.co/3xxGtLDYBU",0.0,0.0,0.0,1.0,2018-10-02 13:00:01+00:00
383,foxnews,People form a human chain around the shuttered site of a country music festival where a gunman opened fire on the f… https://t.co/tz8JfPvNms,0.2023,0.136,0.102,0.763,2018-10-02 12:45:00+00:00
384,foxnews,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""I think this is something that'll get broad bipartisan support."" https…",0.0,0.0,0.0,1.0,2018-10-02 12:29:18+00:00
385,foxnews,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""This deal is really, really putting a lot of pressure on China."" https…",-0.296,0.0,0.099,0.901,2018-10-02 12:27:15+00:00
386,foxnews,.@lizpeek: “It’s good for the American people.” @FoxFriendsFirst https://t.co/BjLbDdDCAH,0.4404,0.266,0.0,0.734,2018-10-02 12:25:00+00:00
387,foxnews,"RT @FoxBusiness: .@WhiteHouseCEA's Kevin Hassett on new trade deal: ""We just sort of won the Super Bowl, but all three countries did becaus…",0.5652,0.181,0.0,0.819,2018-10-02 12:24:58+00:00
388,foxnews,RT @FoxBusiness: Trump's new trade deal: What to know  https://t.co/DB4jY4PEBw,0.0,0.0,0.0,1.0,2018-10-02 12:04:33+00:00
389,foxnews,.@POTUS awards Medal of Honor to former Army medic https://t.co/zoivKAtVPx @FoxFriendsFirst https://t.co/xqjNrW18jM,0.8519,0.508,0.0,0.492,2018-10-02 12:00:01+00:00
390,foxnews,Kimmel snubs Matt Damon during Kavanaugh recap https://t.co/h1YFw06pBW https://t.co/OZtP9gn5xF,-0.4767,0.0,0.279,0.721,2018-10-02 11:45:00+00:00
391,foxnews,RT @FoxBusiness: Amazon hikes minimum wage to $15 for all US employees https://t.co/pBHCLY6UFz,0.1779,0.124,0.0,0.876,2018-10-02 11:31:55+00:00
392,foxnews,Louis C.K. embraced by crowd at NYC comedy club during try at comeback: report https://t.co/swFftYzKu4 https://t.co/kBy06wUeBT,0.3612,0.143,0.0,0.857,2018-10-02 11:30:00+00:00
393,foxnews,The USMCA trade deal https://t.co/w7zJkr8x3B @FoxFriendsFirst https://t.co/5qzaJvP60H,0.0,0.0,0.0,1.0,2018-10-02 11:20:00+00:00
394,foxnews,.@FLOTUS arrives in Ghana @foxandfriends https://t.co/5nCRcyMdas,0.0,0.0,0.0,1.0,2018-10-02 11:15:00+00:00
395,foxnews,"New trade deal between U.S., Canada, and Mexico @FoxFriendsFirst https://t.co/w7zJkrq8sb https://t.co/zNToDwuj9U",0.0,0.0,0.0,1.0,2018-10-02 11:07:02+00:00
396,foxnews,"Death toll in Indonesian earthquake, tsunami at 1,234 https://t.co/A6BMWLXISF https://t.co/2yZiO0nbRX",-0.5994,0.0,0.302,0.698,2018-10-02 10:46:54+00:00
397,foxnews,.@FLOTUS arrives in Africa  https://t.co/YXm6vM914w,0.0,0.0,0.0,1.0,2018-10-02 10:28:37+00:00
398,foxnews,"Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would re-nominate him and I would take this cas… https://t.co/SD4CalBkHt",-0.3182,0.0,0.113,0.887,2018-10-02 10:15:00+00:00
399,foxnews,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/7z0YGalzFy,0.0,0.0,0.0,1.0,2018-10-02 10:10:11+00:00
400,nytimes,"As for the $1 million loan President Trump so often cites, The New York Times found that Fred Trump actually lent h… https://t.co/LtGDEXO17S",0.0,0.0,0.0,1.0,2018-10-02 21:48:24+00:00
401,nytimes,The New York Times’s findings raise new questions about President Trump’s refusal to release his income tax returns… https://t.co/2QJGxo0Tzm,0.0,0.0,0.0,1.0,2018-10-02 21:23:11+00:00
402,nytimes,"On May 4, 2004, the Trump children signed away ownership of the empire their father had built over 70 years. The to… https://t.co/H1DbE6cZ2I",0.0,0.0,0.0,1.0,2018-10-02 21:20:11+00:00
403,nytimes,"On Nov. 22, 1997, in an episode never before revealed, Donald Trump and his siblings gained ownership of most of th… https://t.co/TREtTJ6pHD",0.3818,0.11,0.0,0.89,2018-10-02 21:10:30+00:00
404,nytimes,"Clumsy at it was, Donald Trump’s failed attempt to change his father’s will brought a family reckoning about 2 rela… https://t.co/6QVLMrT9YD",-0.5106,0.0,0.155,0.845,2018-10-02 21:05:00+00:00
405,nytimes,Fred Trump took prompt action to thwart his son. He dispatched his daughter to find new estate lawyers. The lawyers… https://t.co/OxoYAYBbP2,0.0,0.0,0.0,1.0,2018-10-02 20:59:51+00:00
406,nytimes,"In 1990, according to previously secret depositions, Donald Trump tried to have his father’s will rewritten in a wa… https://t.co/3USzEdnsJR",0.0,0.0,0.0,1.0,2018-10-02 20:55:44+00:00
407,nytimes,"Between 1989 and 1992, tax records show, 4 entities created by Fred Trump to support his children paid Donald Trump… https://t.co/bLBMEgvv9R",0.5719,0.207,0.0,0.793,2018-10-02 20:51:17+00:00
408,nytimes,"As the 1980s ended, Donald Trump’s big bets began to go bust. Trump Shuttle was failing to make loan payments withi… https://t.co/fdTcY4KG0e",-0.5106,0.0,0.136,0.864,2018-10-02 20:45:22+00:00
409,nytimes,"In President Trump’s version of how he got rich, he parlayed a $1 million loan from his father into a $10 billion e… https://t.co/balhaT0Y0q",0.5574,0.146,0.0,0.854,2018-10-02 20:35:13+00:00
410,nytimes,"We hope you have time to read the complete investigation by @DavidBarstow, @SusanneCraig and @RussBuettner. But if… https://t.co/3KRrQ19354",0.2382,0.103,0.0,0.897,2018-10-02 20:25:18+00:00
411,nytimes,What emerges from this body of evidence is a financial biography of the 45th president fundamentally at odds with t… https://t.co/gsJyG94wEH,0.0,0.0,0.0,1.0,2018-10-02 20:14:17+00:00
412,nytimes,The New York Times’s findings are based on interviews with Fred Trump’s former employees and advisers and more than… https://t.co/LHEXeqxf5t,0.0,0.0,0.0,1.0,2018-10-02 19:44:52+00:00
413,nytimes,"Trump declined repeated requests over several weeks to comment for this article. But a lawyer for Trump, Charles J.… https://t.co/Pf01JULG2i",0.0,0.0,0.0,1.0,2018-10-02 19:40:35+00:00
414,nytimes,President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more t… https://t.co/lhuCsng9Wi,0.0,0.0,0.0,1.0,2018-10-02 19:26:51+00:00
415,nytimes,"Primera Air, a small low-cost airline, filed for bankruptcy and ceased flying on Monday night, leaving hundreds of… https://t.co/PIC0H5zEEW",0.0,0.0,0.0,1.0,2018-10-02 18:50:05+00:00
416,nytimes,"If you're looking to help victims of the earthquake and tsunami that struck Indonesia, here is some guidance, and a… https://t.co/1P56jAWnkU",-0.1531,0.108,0.172,0.72,2018-10-02 18:35:04+00:00
417,nytimes,"RT @Nate_Cohn: Virginia 2, final. Taylor (R, inc) 49, Luria (D) 41
This is probably our best result for the Republicans in weeks. Didn't ex…",0.6369,0.149,0.0,0.851,2018-10-02 18:10:06+00:00
418,nytimes,"""Rather than clarifying the cause of a murky issue, 'toxic' often does the opposite,"" writes Lauren Oyler https://t.co/kL0A7ZeKKj",0.0,0.0,0.0,1.0,2018-10-02 18:00:10+00:00
419,nytimes,RT @rudoren: ‘What the (Insert Extreme Word of Choice) Is Going On Over There?’   The imitable ⁦@sarahlyall⁩ helps readers outside the US u…,0.3818,0.106,0.0,0.894,2018-10-02 17:50:04+00:00
420,nytimes,"In an election year that has included alarming portents of global warming, the one place that climate change rarely… https://t.co/urPRErl29O",0.0258,0.076,0.071,0.853,2018-10-02 17:45:08+00:00
421,nytimes,RT @nytvideo: About 70 percent of immigrants in U.S. prisons are being overseen by privately held companies. How did this happen? @RetroRep…,0.0,0.0,0.0,1.0,2018-10-02 17:35:02+00:00
422,nytimes,"Saving money, especially right after college, seems impossible. But the sooner you start, the easier it is. We prom… https://t.co/G52mYPrQvS",0.5719,0.163,0.0,0.837,2018-10-02 17:25:02+00:00
423,nytimes,Plants. A fresh coat of paint. Mementos. Here's how recent college graduates make shoe-box-size spaces feel like ho… https://t.co/REeASBGj20,0.5859,0.231,0.0,0.769,2018-10-02 17:10:02+00:00
424,nytimes,"RT @patrickhealynyt: Pretty cool: Alex Burns, one of our best NY Times political reporters, is texting first-hand insights, intel &amp; experie…",0.8658,0.35,0.0,0.65,2018-10-02 17:00:12+00:00
425,nytimes,Before and after photos show the destruction left in the wake of an earthquake and resulting tsunami that struck In… https://t.co/en0SsepBam,-0.6908,0.0,0.231,0.769,2018-10-02 16:50:04+00:00
426,nytimes,"RT @Nate_Cohn: Arizona 2, final. Kirkpatrick (D) 50, Marquez Peterson (R) 39
This seat was already thought to lean Democratic, though there…",0.0,0.0,0.0,1.0,2018-10-02 16:40:07+00:00
427,nytimes,"Tesla said Tuesday that it produced 80,142 cars in the 3rd quarter, a 50% rise from the 2nd quarter https://t.co/t6K5iAxKKi",0.0,0.0,0.0,1.0,2018-10-02 16:30:11+00:00
428,nytimes,"RT @nytopinion: The new leading presidential candidate in the polls in Brazil is a former military officer, Jair Bolsonaro, a far-right can…",0.0,0.0,0.0,1.0,2018-10-02 16:20:03+00:00
429,nytimes,"The FBI has completed its interview of Mark Judge. In a statement, Judge's lawyer said, “Mr. Judge completed his FB… https://t.co/FbpaysTbBh",0.0,0.0,0.0,1.0,2018-10-02 16:10:04+00:00
430,nytimes,"RT @nytimesbooks: A Ted Talk leads to a confession — ""my mother was a heroin addict"" — which leads to a graphic memoir by Jarrett J. Krosoc…",-0.4939,0.0,0.138,0.862,2018-10-02 16:00:11+00:00
431,nytimes,"Time’s Up, the initiative created by women in Hollywood in response to the #MeToo movement, named Lisa Borders, pre… https://t.co/UKIQYEuDcA",0.25,0.095,0.0,0.905,2018-10-02 15:45:05+00:00
432,nytimes,RT @karenyourish: Just four of more than two dozen potential witnesses were on the Republicans’ initial list to the FBI. https://t.co/Vz0dl…,0.0,0.0,0.0,1.0,2018-10-02 15:30:13+00:00
433,nytimes,"After the Ivy League changed its kickoff rules in 2016, adjusting the kickoff and touchback lines by just five yard… https://t.co/HsMtMQKylJ",0.0,0.0,0.0,1.0,2018-10-02 15:15:08+00:00
